updatetime,vehiclecount,totalspaces,garagecode,streamtime,switch
1650,192.0,1240.0,3,1622,0
1650,72.0,953.0,4,1622,0
1650,208.0,130.0,5,1622,0
1650,26.0,400.0,6,1622,0
1650,4.0,210.0,7,1622,0
1650,68.0,700.0,8,1622,0
1680,13.0,65.0,1,1622,0
1680,512.0,512.0,2,1622,0
1680,193.0,1240.0,3,1622,0
1680,74.0,953.0,4,1622,0
1680,203.0,130.0,5,1622,0
1680,27.0,400.0,6,1622,0
1680,4.0,210.0,7,1622,0
1680,68.0,700.0,8,1622,0
1650,12.0,65.0,1,1622,0
1650,512.0,512.0,2,1622,0
1650,193.0,1240.0,3,1622,0
1650,75.0,953.0,4,1622,0
1650,198.0,130.0,5,1622,0
1650,27.0,400.0,6,1622,0
1650,4.0,210.0,7,1622,0
1650,68.0,700.0,8,1622,0
1680,12.0,65.0,1,1622,0
1680,512.0,512.0,2,1622,0
1680,193.0,1240.0,3,1622,0
1680,75.0,953.0,4,1622,0
1680,193.0,130.0,5,1622,0
1680,28.0,400.0,6,1622,0
1680,4.0,210.0,7,1622,0
1680,68.0,700.0,8,1622,0
1650,12.0,65.0,1,1622,0
1650,512.0,512.0,2,1622,0
1650,192.0,1240.0,3,1622,0
1650,75.0,953.0,4,1622,0
1650,195.0,130.0,5,1622,0
1650,28.0,400.0,6,1622,0
1650,4.0,210.0,7,1622,0
1650,69.0,700.0,8,1622,0
1680,12.0,65.0,1,1622,0
1680,512.0,512.0,2,1622,0
1680,196.0,1240.0,3,1622,0
1680,78.0,953.0,4,1622,0
1680,195.0,130.0,5,1622,0
1680,28.0,400.0,6,1622,0
1680,4.0,210.0,7,1622,0
1680,71.0,700.0,8,1622,0
1650,11.0,65.0,1,1622,0
1650,512.0,512.0,2,1622,0
1650,201.0,1240.0,3,1622,0
1650,78.0,953.0,4,1622,0
1650,193.0,130.0,5,1622,0
1650,30.0,400.0,6,1622,0
1650,4.0,210.0,7,1622,0
1650,72.0,700.0,8,1622,0
1680,8.0,65.0,1,1622,0
1680,512.0,512.0,2,1622,0
1680,219.0,1240.0,3,1622,0
1680,84.0,953.0,4,1622,0
1680,194.0,130.0,5,1622,0
1680,35.0,400.0,6,1622,0
1680,4.0,210.0,7,1622,0
1680,78.0,700.0,8,1622,0
1650,0.0,65.0,1,1622,0
1650,512.0,512.0,2,1622,0
1650,223.0,1240.0,3,1622,0
1650,92.0,953.0,4,1622,0
1650,194.0,130.0,5,1622,0
1650,47.0,400.0,6,1622,0
1650,3.0,210.0,7,1622,0
1650,107.0,700.0,8,1622,0
1680,2.0,65.0,1,1622,0
1680,512.0,512.0,2,1622,0
1680,235.0,1240.0,3,1622,0
1680,130.0,953.0,4,1622,0
1680,211.0,130.0,5,1622,0
1680,64.0,400.0,6,1622,0
1680,5.0,210.0,7,1622,0
1680,149.0,700.0,8,1622,1
1650,4.0,65.0,1,1622,0
1650,512.0,512.0,2,1622,0
1650,241.0,1240.0,3,1622,0
1650,233.0,953.0,4,1622,1
1650,232.0,130.0,5,1622,0
1650,133.0,400.0,6,1622,1
1650,5.0,210.0,7,1622,0
1650,256.0,700.0,8,1622,1
1680,5.0,65.0,1,1622,0
1680,512.0,512.0,2,1622,0
1680,284.0,1240.0,3,1622,1
1680,369.0,953.0,4,1622,1
1680,250.0,130.0,5,1622,0
1680,208.0,400.0,6,1622,1
1680,7.0,210.0,7,1622,0
1680,344.0,700.0,8,1622,1
1650,5.0,65.0,1,1622,0
1650,512.0,512.0,2,1622,0
1650,308.0,1240.0,3,1622,1
1650,505.0,953.0,4,1622,1
1650,258.0,130.0,5,1622,0
1650,281.0,400.0,6,1622,1
1650,10.0,210.0,7,1622,0
1650,450.0,700.0,8,1622,1
1680,9.0,65.0,1,1622,0
1680,512.0,512.0,2,1622,0
1680,359.0,1240.0,3,1622,1
1680,616.0,953.0,4,1622,1
1680,261.0,130.0,5,1622,0
1680,342.0,400.0,6,1622,1
1680,10.0,210.0,7,1622,0
1680,531.0,700.0,8,1622,1
1650,20.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,401.0,1240.0,3,1622,1
1650,708.0,953.0,4,1622,1
1650,264.0,130.0,5,1622,0
1650,378.0,400.0,6,1622,1
1650,14.0,210.0,7,1622,0
1650,607.0,700.0,8,1622,1
1680,18.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,434.0,1240.0,3,1622,1
1680,768.0,953.0,4,1622,1
1680,267.0,130.0,5,1622,0
1680,376.0,400.0,6,1622,1
1680,15.0,210.0,7,1622,0
1680,645.0,700.0,8,1622,1
1650,20.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,453.0,1240.0,3,1622,1
1650,827.0,953.0,4,1622,1
1650,262.0,130.0,5,1622,0
1650,372.0,400.0,6,1622,1
1650,15.0,210.0,7,1622,0
1650,674.0,700.0,8,1622,1
1680,14.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,443.0,1240.0,3,1622,1
1680,866.0,953.0,4,1622,1
1680,261.0,130.0,5,1622,0
1680,371.0,400.0,6,1622,1
1680,18.0,210.0,7,1622,0
1680,654.0,700.0,8,1622,1
1650,10.0,65.0,1,1622,0
1650,512.0,512.0,2,1622,0
1650,430.0,1240.0,3,1622,1
1650,843.0,953.0,4,1622,1
1650,261.0,130.0,5,1622,0
1650,340.0,400.0,6,1622,1
1650,17.0,210.0,7,1622,0
1650,606.0,700.0,8,1622,1
1680,9.0,65.0,1,1622,0
1680,512.0,512.0,2,1622,0
1680,416.0,1240.0,3,1622,1
1680,822.0,953.0,4,1622,1
1680,266.0,130.0,5,1622,0
1680,297.0,400.0,6,1622,1
1680,20.0,210.0,7,1622,0
1680,573.0,700.0,8,1622,1
1650,12.0,65.0,1,1622,0
1650,512.0,512.0,2,1622,0
1650,382.0,1240.0,3,1622,1
1650,728.0,953.0,4,1622,1
1650,260.0,130.0,5,1622,0
1650,260.0,400.0,6,1622,1
1650,18.0,210.0,7,1622,0
1650,491.0,700.0,8,1622,1
1680,9.0,65.0,1,1622,0
1680,512.0,512.0,2,1622,0
1680,348.0,1240.0,3,1622,1
1680,692.0,953.0,4,1622,1
1680,256.0,130.0,5,1622,0
1680,224.0,400.0,6,1622,1
1680,14.0,210.0,7,1622,0
1680,387.0,700.0,8,1622,1
1650,15.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,305.0,1240.0,3,1622,1
1650,553.0,953.0,4,1622,1
1650,250.0,130.0,5,1622,0
1650,177.0,400.0,6,1622,1
1650,12.0,210.0,7,1622,0
1650,305.0,700.0,8,1622,1
1680,15.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,274.0,1240.0,3,1622,1
1680,445.0,953.0,4,1622,1
1680,242.0,130.0,5,1622,0
1680,140.0,400.0,6,1622,1
1680,11.0,210.0,7,1622,0
1680,253.0,700.0,8,1622,1
1650,17.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,248.0,1240.0,3,1622,0
1650,331.0,953.0,4,1622,1
1650,227.0,130.0,5,1622,0
1650,108.0,400.0,6,1622,1
1650,12.0,210.0,7,1622,0
1650,193.0,700.0,8,1622,1
1680,21.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,237.0,1240.0,3,1622,0
1680,301.0,953.0,4,1622,1
1680,229.0,130.0,5,1622,0
1680,98.0,400.0,6,1622,1
1680,17.0,210.0,7,1622,0
1680,161.0,700.0,8,1622,1
1650,23.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,239.0,1240.0,3,1622,0
1650,300.0,953.0,4,1622,1
1650,234.0,130.0,5,1622,0
1650,98.0,400.0,6,1622,1
1650,17.0,210.0,7,1622,0
1650,113.0,700.0,8,1622,0
1680,24.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,240.0,1240.0,3,1622,0
1680,292.0,953.0,4,1622,1
1680,238.0,130.0,5,1622,0
1680,95.0,400.0,6,1622,1
1680,16.0,210.0,7,1622,0
1680,115.0,700.0,8,1622,0
1650,32.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,228.0,1240.0,3,1622,0
1650,312.0,953.0,4,1622,1
1650,254.0,130.0,5,1622,0
1650,92.0,400.0,6,1622,1
1650,17.0,210.0,7,1622,0
1650,102.0,700.0,8,1622,0
1680,33.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,230.0,1240.0,3,1622,0
1680,318.0,953.0,4,1622,1
1680,257.0,130.0,5,1622,0
1680,83.0,400.0,6,1622,1
1680,17.0,210.0,7,1622,0
1680,98.0,700.0,8,1622,0
1650,35.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,229.0,1240.0,3,1622,0
1650,329.0,953.0,4,1622,1
1650,260.0,130.0,5,1622,0
1650,76.0,400.0,6,1622,0
1650,17.0,210.0,7,1622,0
1650,96.0,700.0,8,1622,0
1680,35.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,231.0,1240.0,3,1622,0
1680,352.0,953.0,4,1622,1
1680,256.0,130.0,5,1622,0
1680,68.0,400.0,6,1622,0
1680,18.0,210.0,7,1622,0
1680,89.0,700.0,8,1622,0
1650,36.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,230.0,1240.0,3,1622,0
1650,362.0,953.0,4,1622,1
1650,254.0,130.0,5,1622,0
1650,59.0,400.0,6,1622,0
1650,18.0,210.0,7,1622,0
1650,86.0,700.0,8,1622,0
1680,37.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,224.0,1240.0,3,1622,0
1680,321.0,953.0,4,1622,1
1680,256.0,130.0,5,1622,0
1680,50.0,400.0,6,1622,0
1680,18.0,210.0,7,1622,0
1680,86.0,700.0,8,1622,0
1650,35.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,222.0,1240.0,3,1622,0
1650,309.0,953.0,4,1622,1
1650,249.0,130.0,5,1622,0
1650,39.0,400.0,6,1622,0
1650,19.0,210.0,7,1622,0
1650,83.0,700.0,8,1622,0
1680,34.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,219.0,1240.0,3,1622,0
1680,226.0,953.0,4,1622,1
1680,257.0,130.0,5,1622,0
1680,37.0,400.0,6,1622,0
1680,19.0,210.0,7,1622,0
1680,79.0,700.0,8,1622,0
1650,32.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,215.0,1240.0,3,1622,0
1650,201.0,953.0,4,1622,1
1650,255.0,130.0,5,1622,0
1650,36.0,400.0,6,1622,0
1650,17.0,210.0,7,1622,0
1650,76.0,700.0,8,1622,0
1680,33.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,198.0,1240.0,3,1622,0
1680,148.0,953.0,4,1622,0
1680,254.0,130.0,5,1622,0
1680,30.0,400.0,6,1622,0
1680,15.0,210.0,7,1622,0
1680,74.0,700.0,8,1622,0
1650,32.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,194.0,1240.0,3,1622,0
1650,73.0,953.0,4,1622,0
1650,257.0,130.0,5,1622,0
1650,30.0,400.0,6,1622,0
1650,9.0,210.0,7,1622,0
1650,70.0,700.0,8,1622,0
1680,33.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,191.0,1240.0,3,1622,0
1680,68.0,953.0,4,1622,0
1680,250.0,130.0,5,1622,0
1680,30.0,400.0,6,1622,0
1680,6.0,210.0,7,1622,0
1680,69.0,700.0,8,1622,0
1650,32.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,187.0,1240.0,3,1622,0
1650,67.0,953.0,4,1622,0
1650,248.0,130.0,5,1622,0
1650,29.0,400.0,6,1622,0
1650,4.0,210.0,7,1622,0
1650,69.0,700.0,8,1622,0
1680,32.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,187.0,1240.0,3,1622,0
1680,67.0,953.0,4,1622,0
1680,240.0,130.0,5,1622,0
1680,28.0,400.0,6,1622,0
1680,4.0,210.0,7,1622,0
1680,68.0,700.0,8,1622,0
1650,32.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,189.0,1240.0,3,1622,0
1650,66.0,953.0,4,1622,0
1650,240.0,130.0,5,1622,0
1650,28.0,400.0,6,1622,0
1650,4.0,210.0,7,1622,0
1650,68.0,700.0,8,1622,0
1680,32.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,189.0,1240.0,3,1622,0
1680,67.0,953.0,4,1622,0
1680,233.0,130.0,5,1622,0
1680,27.0,400.0,6,1622,0
1680,4.0,210.0,7,1622,0
1680,68.0,700.0,8,1622,0
1650,30.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,188.0,1240.0,3,1622,0
1650,67.0,953.0,4,1622,0
1650,232.0,130.0,5,1622,0
1650,27.0,400.0,6,1622,0
1650,5.0,210.0,7,1622,0
1650,68.0,700.0,8,1622,0
1680,30.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,188.0,1240.0,3,1622,0
1680,67.0,953.0,4,1622,0
1680,229.0,130.0,5,1622,0
1680,27.0,400.0,6,1622,0
1680,4.0,210.0,7,1622,0
1680,68.0,700.0,8,1622,0
1650,31.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,188.0,1240.0,3,1622,0
1650,68.0,953.0,4,1622,0
1650,226.0,130.0,5,1622,0
1650,27.0,400.0,6,1622,0
1650,4.0,210.0,7,1622,0
1650,68.0,700.0,8,1622,0
1680,32.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,188.0,1240.0,3,1622,0
1680,68.0,953.0,4,1622,0
1680,223.0,130.0,5,1622,0
1680,27.0,400.0,6,1622,0
1680,3.0,210.0,7,1622,0
1680,68.0,700.0,8,1622,0
1650,32.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,188.0,1240.0,3,1622,0
1650,68.0,953.0,4,1622,0
1650,220.0,130.0,5,1622,0
1650,27.0,400.0,6,1622,0
1650,3.0,210.0,7,1622,0
1650,68.0,700.0,8,1622,0
1680,31.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,189.0,1240.0,3,1622,0
1680,70.0,953.0,4,1622,0
1680,218.0,130.0,5,1622,0
1680,27.0,400.0,6,1622,0
1680,3.0,210.0,7,1622,0
1680,68.0,700.0,8,1622,0
1650,31.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,188.0,1240.0,3,1622,0
1650,71.0,953.0,4,1622,0
1650,216.0,130.0,5,1622,0
1650,28.0,400.0,6,1622,0
1650,3.0,210.0,7,1622,0
1650,69.0,700.0,8,1622,0
1680,31.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,187.0,1240.0,3,1622,0
1680,73.0,953.0,4,1622,0
1680,208.0,130.0,5,1622,0
1680,28.0,400.0,6,1622,0
1680,3.0,210.0,7,1622,0
1680,69.0,700.0,8,1622,0
1650,29.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,186.0,1240.0,3,1622,0
1650,77.0,953.0,4,1622,0
1650,206.0,130.0,5,1622,0
1650,28.0,400.0,6,1622,0
1650,3.0,210.0,7,1622,0
1650,69.0,700.0,8,1622,0
1680,29.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,189.0,1240.0,3,1622,0
1680,82.0,953.0,4,1622,0
1680,207.0,130.0,5,1622,0
1680,28.0,400.0,6,1622,0
1680,3.0,210.0,7,1622,0
1680,70.0,700.0,8,1622,0
1650,28.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,191.0,1240.0,3,1622,0
1650,81.0,953.0,4,1622,0
1650,209.0,130.0,5,1622,0
1650,28.0,400.0,6,1622,0
1650,4.0,210.0,7,1622,0
1650,71.0,700.0,8,1622,0
1680,27.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,202.0,1240.0,3,1622,0
1680,80.0,953.0,4,1622,0
1680,212.0,130.0,5,1622,0
1680,30.0,400.0,6,1622,0
1680,4.0,210.0,7,1622,0
1680,72.0,700.0,8,1622,0
1650,24.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,209.0,1240.0,3,1622,0
1650,83.0,953.0,4,1622,0
1650,215.0,130.0,5,1622,0
1650,34.0,400.0,6,1622,0
1650,4.0,210.0,7,1622,0
1650,73.0,700.0,8,1622,0
1680,24.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,216.0,1240.0,3,1622,0
1680,101.0,953.0,4,1622,0
1680,219.0,130.0,5,1622,0
1680,40.0,400.0,6,1622,0
1680,4.0,210.0,7,1622,0
1680,80.0,700.0,8,1622,0
1650,22.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,231.0,1240.0,3,1622,0
1650,153.0,953.0,4,1622,0
1650,228.0,130.0,5,1622,0
1650,56.0,400.0,6,1622,0
1650,5.0,210.0,7,1622,0
1650,98.0,700.0,8,1622,0
1680,21.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,279.0,1240.0,3,1622,1
1680,213.0,953.0,4,1622,1
1680,238.0,130.0,5,1622,0
1680,82.0,400.0,6,1622,1
1680,5.0,210.0,7,1622,0
1680,122.0,700.0,8,1622,0
1650,23.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,302.0,1240.0,3,1622,1
1650,308.0,953.0,4,1622,1
1650,243.0,130.0,5,1622,0
1650,105.0,400.0,6,1622,1
1650,11.0,210.0,7,1622,0
1650,150.0,700.0,8,1622,1
1680,19.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,326.0,1240.0,3,1622,1
1680,402.0,953.0,4,1622,1
1680,240.0,130.0,5,1622,0
1680,126.0,400.0,6,1622,1
1680,13.0,210.0,7,1622,0
1680,177.0,700.0,8,1622,1
1650,26.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,341.0,1240.0,3,1622,1
1650,436.0,953.0,4,1622,1
1650,238.0,130.0,5,1622,0
1650,160.0,400.0,6,1622,1
1650,13.0,210.0,7,1622,0
1650,192.0,700.0,8,1622,1
1680,25.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,372.0,1240.0,3,1622,1
1680,471.0,953.0,4,1622,1
1680,246.0,130.0,5,1622,0
1680,156.0,400.0,6,1622,1
1680,14.0,210.0,7,1622,0
1680,207.0,700.0,8,1622,1
1650,27.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,392.0,1240.0,3,1622,1
1650,512.0,953.0,4,1622,1
1650,248.0,130.0,5,1622,0
1650,140.0,400.0,6,1622,1
1650,11.0,210.0,7,1622,0
1650,213.0,700.0,8,1622,1
1680,29.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,390.0,1240.0,3,1622,1
1680,522.0,953.0,4,1622,1
1680,249.0,130.0,5,1622,0
1680,124.0,400.0,6,1622,1
1680,14.0,210.0,7,1622,0
1680,201.0,700.0,8,1622,1
1650,32.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,375.0,1240.0,3,1622,1
1650,476.0,953.0,4,1622,1
1650,257.0,130.0,5,1622,0
1650,140.0,400.0,6,1622,1
1650,13.0,210.0,7,1622,0
1650,189.0,700.0,8,1622,1
1680,31.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,340.0,1240.0,3,1622,1
1680,409.0,953.0,4,1622,1
1680,259.0,130.0,5,1622,0
1680,140.0,400.0,6,1622,1
1680,12.0,210.0,7,1622,0
1680,182.0,700.0,8,1622,1
1650,31.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,317.0,1240.0,3,1622,1
1650,381.0,953.0,4,1622,1
1650,259.0,130.0,5,1622,0
1650,105.0,400.0,6,1622,1
1650,10.0,210.0,7,1622,0
1650,167.0,700.0,8,1622,1
1680,35.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,262.0,1240.0,3,1622,1
1680,359.0,953.0,4,1622,1
1680,255.0,130.0,5,1622,0
1680,98.0,400.0,6,1622,1
1680,3.0,210.0,7,1622,0
1680,147.0,700.0,8,1622,1
1650,35.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,223.0,1240.0,3,1622,0
1650,329.0,953.0,4,1622,1
1650,250.0,130.0,5,1622,0
1650,85.0,400.0,6,1622,1
1650,3.0,210.0,7,1622,0
1650,130.0,700.0,8,1622,0
1680,37.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,192.0,1240.0,3,1622,0
1680,257.0,953.0,4,1622,1
1680,247.0,130.0,5,1622,0
1680,83.0,400.0,6,1622,1
1680,2.0,210.0,7,1622,0
1680,111.0,700.0,8,1622,0
1650,36.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,170.0,1240.0,3,1622,0
1650,186.0,953.0,4,1622,0
1650,241.0,130.0,5,1622,0
1650,76.0,400.0,6,1622,0
1650,2.0,210.0,7,1622,0
1650,95.0,700.0,8,1622,0
1680,32.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,160.0,1240.0,3,1622,0
1680,176.0,953.0,4,1622,0
1680,231.0,130.0,5,1622,0
1680,71.0,400.0,6,1622,0
1680,1.0,210.0,7,1622,0
1680,80.0,700.0,8,1622,0
1650,33.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,145.0,1240.0,3,1622,0
1650,187.0,953.0,4,1622,0
1650,231.0,130.0,5,1622,0
1650,55.0,400.0,6,1622,0
1650,3.0,210.0,7,1622,0
1650,62.0,700.0,8,1622,0
1680,33.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,141.0,1240.0,3,1622,0
1680,156.0,953.0,4,1622,0
1680,218.0,130.0,5,1622,0
1680,48.0,400.0,6,1622,0
1680,3.0,210.0,7,1622,0
1680,60.0,700.0,8,1622,0
1650,37.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,161.0,1240.0,3,1622,0
1650,148.0,953.0,4,1622,0
1650,223.0,130.0,5,1622,0
1650,53.0,400.0,6,1622,0
1650,2.0,210.0,7,1622,0
1650,60.0,700.0,8,1622,0
1680,37.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,164.0,1240.0,3,1622,0
1680,159.0,953.0,4,1622,0
1680,222.0,130.0,5,1622,0
1680,51.0,400.0,6,1622,0
1680,1.0,210.0,7,1622,0
1680,59.0,700.0,8,1622,0
1650,45.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,165.0,1240.0,3,1622,0
1650,152.0,953.0,4,1622,0
1650,221.0,130.0,5,1622,0
1650,44.0,400.0,6,1622,0
1650,3.0,210.0,7,1622,0
1650,57.0,700.0,8,1622,0
1680,50.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,161.0,1240.0,3,1622,0
1680,165.0,953.0,4,1622,0
1680,217.0,130.0,5,1622,0
1680,38.0,400.0,6,1622,0
1680,1.0,210.0,7,1622,0
1680,53.0,700.0,8,1622,0
1650,51.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,161.0,1240.0,3,1622,0
1650,152.0,953.0,4,1622,0
1650,216.0,130.0,5,1622,0
1650,30.0,400.0,6,1622,0
1650,1.0,210.0,7,1622,0
1650,52.0,700.0,8,1622,0
1680,51.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,141.0,1240.0,3,1622,0
1680,130.0,953.0,4,1622,0
1680,212.0,130.0,5,1622,0
1680,30.0,400.0,6,1622,0
1680,1.0,210.0,7,1622,0
1680,51.0,700.0,8,1622,0
1650,53.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,128.0,1240.0,3,1622,0
1650,127.0,953.0,4,1622,0
1650,203.0,130.0,5,1622,0
1650,24.0,400.0,6,1622,0
1650,1.0,210.0,7,1622,0
1650,51.0,700.0,8,1622,0
1680,55.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,130.0,1240.0,3,1622,0
1680,104.0,953.0,4,1622,0
1680,206.0,130.0,5,1622,0
1680,23.0,400.0,6,1622,0
1680,1.0,210.0,7,1622,0
1680,51.0,700.0,8,1622,0
1650,54.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,131.0,1240.0,3,1622,0
1650,98.0,953.0,4,1622,0
1650,202.0,130.0,5,1622,0
1650,23.0,400.0,6,1622,0
1650,1.0,210.0,7,1622,0
1650,51.0,700.0,8,1622,0
1680,54.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,131.0,1240.0,3,1622,0
1680,79.0,953.0,4,1622,0
1680,203.0,130.0,5,1622,0
1680,23.0,400.0,6,1622,0
1680,1.0,210.0,7,1622,0
1680,51.0,700.0,8,1622,0
1650,54.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,131.0,1240.0,3,1622,0
1650,67.0,953.0,4,1622,0
1650,203.0,130.0,5,1622,0
1650,23.0,400.0,6,1622,0
1650,1.0,210.0,7,1622,0
1650,51.0,700.0,8,1622,0
1680,53.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,131.0,1240.0,3,1622,0
1680,66.0,953.0,4,1622,0
1680,201.0,130.0,5,1622,0
1680,23.0,400.0,6,1622,0
1680,1.0,210.0,7,1622,0
1680,51.0,700.0,8,1622,0
1650,53.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,131.0,1240.0,3,1622,0
1650,65.0,953.0,4,1622,0
1650,200.0,130.0,5,1622,0
1650,23.0,400.0,6,1622,0
1650,1.0,210.0,7,1622,0
1650,51.0,700.0,8,1622,0
1680,53.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,132.0,1240.0,3,1622,0
1680,65.0,953.0,4,1622,0
1680,199.0,130.0,5,1622,0
1680,24.0,400.0,6,1622,0
1680,1.0,210.0,7,1622,0
1680,51.0,700.0,8,1622,0
1650,53.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,132.0,1240.0,3,1622,0
1650,65.0,953.0,4,1622,0
1650,197.0,130.0,5,1622,0
1650,24.0,400.0,6,1622,0
1650,1.0,210.0,7,1622,0
1650,51.0,700.0,8,1622,0
1680,53.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,132.0,1240.0,3,1622,0
1680,65.0,953.0,4,1622,0
1680,198.0,130.0,5,1622,0
1680,24.0,400.0,6,1622,0
1680,1.0,210.0,7,1622,0
1680,51.0,700.0,8,1622,0
1650,53.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,132.0,1240.0,3,1622,0
1650,65.0,953.0,4,1622,0
1650,198.0,130.0,5,1622,0
1650,24.0,400.0,6,1622,0
1650,2.0,210.0,7,1622,0
1650,53.0,700.0,8,1622,0
1680,53.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,132.0,1240.0,3,1622,0
1680,65.0,953.0,4,1622,0
1680,198.0,130.0,5,1622,0
1680,24.0,400.0,6,1622,0
1680,1.0,210.0,7,1622,0
1680,53.0,700.0,8,1622,0
1650,53.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,132.0,1240.0,3,1622,0
1650,66.0,953.0,4,1622,0
1650,198.0,130.0,5,1622,0
1650,24.0,400.0,6,1622,0
1650,1.0,210.0,7,1622,0
1650,53.0,700.0,8,1622,0
1680,53.0,65.0,1,1622,1
1680,512.0,512.0,2,1622,0
1680,132.0,1240.0,3,1622,0
1680,67.0,953.0,4,1622,0
1680,200.0,130.0,5,1622,0
1680,24.0,400.0,6,1622,0
1680,1.0,210.0,7,1622,0
1680,53.0,700.0,8,1622,0
1650,52.0,65.0,1,1622,1
1650,512.0,512.0,2,1622,0
1650,132.0,1240.0,3,1622,0
1650,68.0,953.0,4,1622,0
